esp32_t_ms,run_id,run_elapsed_s,event_index,event_label,posture,phase,phase_elapsed_s,instruction,use_for_summary,any_adc_warn_ge_3600,any_adc_bad_ge_3900,Thumb_raw_ADC,Index_raw_ADC,Middle_raw_ADC,Ring_raw_ADC,Little_raw_ADC,ReverseHorizontal_raw_ADC,ReverseThumb_raw_ADC,Thumb_R_ohm,Index_R_ohm,Middle_R_ohm,Ring_R_ohm,Little_R_ohm,ReverseHorizontal_R_ohm,ReverseThumb_R_ohm,Thumb_dR_over_R0,Index_dR_over_R0,Middle_dR_over_R0,Ring_dR_over_R0,Little_dR_over_R0,ReverseHorizontal_dR_over_R0,ReverseThumb_dR_over_R0
1875650,3,0.0212,0,InitialOpen,Open,initial_open,0.0212,Open hand baseline. Keep relaxed.,0,0,0,3187,3246,3095,2811,2920,2977,2926,12284.691630,13381.625442,10832.500000,7662.383178,8697.872340,9319.767442,8760.479042,0.205669,0.175562,0.069977,-0.144080,0.031311,-0.028081,-0.001197
1875700,3,0.0212,0,InitialOpen,Open,initial_open,0.0212,Open hand baseline. Keep relaxed.,0,0,0,3182,3216,3074,2810,2936,2990,2928,12198.247536,12805.460751,10537.708129,7653.696498,8866.264021,9470.588235,8781.491003,0.197185,0.124946,0.040859,-0.145050,0.051277,-0.012353,0.001199
1875750,3,0.0212,0,InitialOpen,Open,initial_open,0.0212,Open hand baseline. Keep relaxed.,0,0,0,3174,3227,3084,2821,2928,2989,2930,12061.889251,13012.096774,10676.557864,7750.000000,8781.491003,9458.860759,8802.575107,0.183802,0.143099,0.054574,-0.134293,0.041225,-0.013576,0.003603
1875800,3,0.0213,0,InitialOpen,Open,initial_open,0.0213,Open hand baseline. Keep relaxed.,0,0,0,3171,3220,3088,2821,2911,2977,2921,12011.363636,12880.000000,10732.869911,7750.000000,8605.152027,9319.767442,8708.262351,0.178843,0.131494,0.060136,-0.134293,0.020317,-0.028081,-0.007150
1875850,3,0.0213,0,InitialOpen,Open,initial_open,0.0213,Open hand baseline. Keep relaxed.,0,0,0,3165,3218,3073,2812,2929,2991,2928,11911.290323,12842.645382,10523.972603,7671.083398,8792.024014,9482.336957,8781.491003,0.169021,0.128213,0.039502,-0.143108,0.042474,-0.011128,0.001199
1875900,3,0.0213,0,InitialOpen,Open,initial_open,0.0213,Open hand baseline. Keep relaxed.,0,0,0,3163,3237,3088,2819,2931,2990,2925,11878.218884,13204.545455,10732.869911,7732.366771,8813.144330,9470.588235,8750.000000,0.165776,0.160005,0.060136,-0.136262,0.044978,-0.012353,-0.002392
1875950,3,0.0213,0,InitialOpen,Open,initial_open,0.0213,Open hand baseline. Keep relaxed.,0,0,0,3161,3236,3093,2817,2937,2988,2919,11845.289079,13185.098952,10803.892216,7714.788732,8876.943005,9447.154472,8687.500000,0.162544,0.158297,0.067151,-0.138226,0.052543,-0.014797,-0.009517
1876000,3,0.0214,0,InitialOpen,Open,initial_open,0.0214,Open hand baseline. Keep relaxed.,0,0,0,3154,3269,3088,2818,2944,2997,2935,11731.137088,13851.694915,10732.869911,7723.570869,8952.215465,9553.278689,8855.603448,0.151341,0.216857,0.060136,-0.137245,0.061468,-0.003730,0.009649
1876050,3,0.0214,0,InitialOpen,Open,initial_open,0.0214,Open hand baseline. Keep relaxed.,0,0,0,3160,3286,3119,2822,2945,3001,2952,11828.877005,14216.316440,11184.938525,7758.837392,8963.043478,9601.005484,9039.370079,0.160933,0.248888,0.104789,-0.133305,0.062752,0.001248,0.030600
1876100,3,0.0214,0,InitialOpen,Open,initial_open,0.0214,Open hand baseline. Keep relaxed.,0,0,0,3158,3303,3112,2830,2941,3011,2970,11796.157951,14596.590909,11080.366226,7830.039526,8919.844021,9721.863469,9240.000000,0.157722,0.282295,0.094460,-0.125352,0.057630,0.013851,0.053475
1876150,3,0.0214,0,InitialOpen,Open,initial_open,0.0214,Open hand baseline. Keep relaxed.,0,0,0,3166,3325,3095,2832,2950,3010,3013,11927.879440,15113.636364,10832.500000,7847.980998,9017.467249,9709.677419,9746.303142,0.170650,0.327717,0.069977,-0.123348,0.069205,0.012581,0.111199
1876200,3,0.0215,0,InitialOpen,Open,initial_open,0.0215,Open hand baseline. Keep relaxed.,0,0,0,3172,3353,3106,2861,2956,3060,3044,12028.169014,15816.037736,10991.911021,8114.667747,9083.406497,10347.826087,10137.012369,0.180492,0.389422,0.085723,-0.093558,0.077024,0.079130,0.155745
1876250,3,0.0215,0,InitialOpen,Open,initial_open,0.0215,Open hand baseline. Keep relaxed.,0,0,0,3181,3408,3106,2881,2971,3010,3060,12181.072210,17362.445415,10991.911021,8306.013180,9251.334520,9709.677419,10347.826087,0.195499,0.525272,0.085723,-0.072184,0.096935,0.012581,0.179780
1876300,3,0.0215,0,InitialOpen,Open,initial_open,0.0215,Open hand baseline. Keep relaxed.,0,0,0,3064,3367,3088,2874,2992,3057,3151,10401.551891,16187.500000,10732.869911,8238.329238,9494.106981,10307.803468,11682.733051,0.020850,0.422055,0.060136,-0.079744,0.125720,0.074957,0.331976
1876350,3,0.0215,0,InitialOpen,Open,initial_open,0.0215,Open hand baseline. Keep relaxed.,0,0,0,3095,3401,3105,2885,2987,3060,3145,10832.500000,17152.017291,10977.272727,8345.041322,9435.469314,10347.826087,11586.842105,0.063145,0.506786,0.084277,-0.067824,0.118768,0.079130,0.321044
1876400,3,0.0216,0,InitialOpen,Open,initial_open,0.0216,Open hand baseline. Keep relaxed.,0,0,0,3293,3320,3095,2895,3013,3042,3150,14370.947631,14993.548387,10832.500000,8443.750000,9746.303142,10111.111111,11666.666667,0.410422,0.317167,0.069977,-0.056798,0.155623,0.054444,0.330145
1876450,3,0.0216,0,InitialOpen,Open,initial_open,0.0216,Open hand baseline. Keep relaxed.,0,0,0,3254,3317,3111,2877,3034,3061,3180,13542.211653,14922.236504,11065.548780,8267.241379,10008.482564,10361.218569,12163.934426,0.329087,0.310903,0.092996,-0.076514,0.186710,0.080527,0.386839
1876500,3,0.0216,0,InitialOpen,Open,initial_open,0.0216,Open hand baseline. Keep relaxed.,0,0,0,3265,3337,3132,2894,3028,3115,3228,13768.072289,15408.311346,11383.177570,8433.805162,9932.521087,11125.000000,13031.141869,0.351253,0.353604,0.124370,-0.057909,0.177703,0.160179,0.485712
1876550,3,0.0217,0,InitialOpen,Open,initial_open,0.0217,Open hand baseline. Keep relaxed.,0,0,0,3282,3350,3177,3060,3057,3140,3278,14129.151292,15738.255034,12112.745098,10347.826087,10307.803468,11507.853403,14042.839657,0.386691,0.382589,0.196433,0.155896,0.222201,0.200105,0.601058
1876600,3,0.0217,0,InitialOpen,Open,initial_open,0.0217,Open hand baseline. Keep relaxed.,0,0,0,3290,3478,3203,3028,3063,3230,3381,14304.347826,19729.335494,12567.825112,9932.521087,10388.081395,13069.364162,16573.529412,0.403886,0.733201,0.241383,0.109504,0.231719,0.362948,0.889588
1876650,3,0.0217,0,InitialOpen,Open,initial_open,0.0217,Open hand baseline. Keep relaxed.,0,0,0,3289,3508,3191,2976,3095,3187,3434,14282.258065,20916.524702,12354.535398,9308.310992,10832.500000,12284.691630,18183.055976,0.401718,0.837494,0.220316,0.039777,0.284414,0.281118,1.073094
1876700,3,0.0218,0,InitialOpen,Open,initial_open,0.0218,Open hand baseline. Keep relaxed.,0,0,0,3223,3491,3230,3011,3081,3307,3375,12936.353211,20229.304636,13069.364162,9721.863469,10634.615385,14688.451777,16406.250000,0.269625,0.777123,0.290923,0.085973,0.260951,0.531796,0.870516
1876750,3,0.0218,0,InitialOpen,Open,initial_open,0.0218,Open hand baseline. Keep relaxed.,0,0,0,3276,3526,3205,2958,3088,3228,3289,14000.000000,21688.927944,12603.932584,9105.540897,10732.869911,13031.141869,14282.258065,0.374016,0.905349,0.244950,0.017127,0.272601,0.358962,0.628354
1876800,3,0.0218,0,InitialOpen,Open,initial_open,0.0218,Open hand baseline. Keep relaxed.,0,0,0,3192,3478,3205,2878,3069,3203,3292,12372.093023,19729.335494,12603.932584,8276.910435,10469.298246,12567.825112,14348.692403,0.214246,0.733201,0.244950,-0.075434,0.241349,0.310645,0.635929
1876850,3,0.0218,0,InitialOpen,Open,initial_open,0.0218,Open hand baseline. Keep relaxed.,0,0,0,3409,3384,3180,2901,3035,3230,3235,17392.857143,16658.227848,12163.934426,8503.768844,10021.226415,13069.364162,13165.697674,0.707004,0.463408,0.201489,-0.050093,0.188221,0.362948,0.501053
1876900,3,0.0219,0,InitialOpen,Open,initial_open,0.0219,Open hand baseline. Keep relaxed.,0,0,0,3398,3429,3161,2909,3052,3200,3261,17063.127690,18020.270270,11845.289079,8584.738617,10241.610738,12513.966480,13685.251799,0.674643,0.583062,0.170015,-0.041049,0.214352,0.305028,0.560288
1876950,3,0.0219,0,InitialOpen,Open,initial_open,0.0219,Open hand baseline. Keep relaxed.,0,0,0,3390,3416,3141,2915,3069,3180,3269,16829.787234,17608.247423,11523.584906,8646.186441,10469.298246,12163.934426,13851.694915,0.651742,0.546866,0.138239,-0.034185,0.241349,0.268525,0.579265
1877000,3,0.0219,0,InitialOpen,Open,initial_open,0.0219,Open hand baseline. Keep relaxed.,0,0,0,3377,3423,3137,2923,3008,3124,3239,16461.699164,17828.125000,11460.855950,8729.095563,9685.372585,11260.556128,13243.574766,0.615617,0.566182,0.132043,-0.024923,0.148399,0.174315,0.509932
1877050,3,0.0219,0,InitialOpen,Open,initial_open,0.0219,Open hand baseline. Keep relaxed.,0,1,0,3155,3478,3173,2915,3035,3657,3251,11747.340426,19729.335494,12045.010846,8646.186441,10021.226415,29222.602740,13481.635071,0.152931,0.733201,0.189742,-0.034185,0.188221,2.047500,0.537074
1877100,3,0.0220,0,InitialOpen,Open,initial_open,0.0220,Open hand baseline. Keep relaxed.,0,0,0,3310,3380,3203,2934,3033,3154,3236,14757.961783,16545.454545,12567.825112,8844.961240,9995.762712,11731.137088,13185.098952,0.448405,0.453501,0.241383,-0.011981,0.185202,0.223390,0.503265
1877150,3,0.0220,0,InitialOpen,Open,initial_open,0.0220,Open hand baseline. Keep relaxed.,0,0,0,3322,3411,3111,2951,3001,3108,3163,15041.397154,17453.947368,11065.548780,9028.409091,9601.005484,11021.276596,11878.218884,0.476223,0.533311,0.092996,0.008511,0.138395,0.149362,0.354264
1877200,3,0.0220,0,InitialOpen,Open,initial_open,0.0220,Open hand baseline. Keep relaxed.,0,0,0,3440,3458,3063,2947,3043,3093,3153,18381.679389,19000.000000,10388.081395,8984.756098,10124.049430,10803.892216,11714.968153,0.804051,0.669130,0.026080,0.003635,0.200413,0.126692,0.335652
1877250,3,0.0220,0,InitialOpen,Open,initial_open,0.0220,Open hand baseline. Keep relaxed.,0,0,0,3302,3468,3177,2976,3049,3093,3118,14573.770492,19358.851675,12112.745098,9308.310992,10202.198853,10803.892216,11169.907881,0.430328,0.700654,0.196433,0.039777,0.209679,0.126692,0.273508
1877300,3,0.0221,0,InitialOpen,Open,initial_open,0.0221,Open hand baseline. Keep relaxed.,0,0,0,3259,3441,3153,2959,3051,3556,3119,13644.138756,18415.137615,11714.968153,9116.637324,10228.448276,23090.909091,11184.938525,0.339090,0.617750,0.157143,0.018367,0.212792,1.408052,0.275222
1877350,3,0.0221,0,InitialOpen,Open,initial_open,0.0221,Open hand baseline. Keep relaxed.,0,1,0,3228,3444,3130,3115,3159,3655,3115,13031.141869,18516.129032,11352.331606,11125.000000,11812.500000,29073.863636,11125.000000,0.278928,0.626622,0.121323,0.242709,0.400613,2.031989,0.268388
1877400,3,0.0221,0,InitialOpen,Open,initial_open,0.0221,Open hand baseline. Keep relaxed.,0,0,0,3376,3463,3128,3020,3116,3085,3168,16433.936022,19178.006329,11321.613237,9832.558140,11139.938713,10690.594059,11961.165049,0.612892,0.684767,0.118289,0.098338,0.320867,0.114876,0.363721
1877450,3,0.0221,0,InitialOpen,Open,initial_open,0.0221,Open hand baseline. Keep relaxed.,0,0,0,3202,3392,3102,3022,3079,3063,3155,12549.832027,16887.624467,10933.534743,9857.409133,10606.791339,10388.081395,11747.340426,0.231690,0.483560,0.079957,0.101114,0.257652,0.083328,0.339342
1877500,3,0.0222,0,InitialOpen,Open,initial_open,0.0222,Open hand baseline. Keep relaxed.,0,0,0,3273,3345,3139,2968,3085,3093,3187,13936.131387,15610.000000,11492.154812,9217.391304,10690.594059,10803.892216,12284.691630,0.367747,0.371322,0.135134,0.029621,0.267588,0.126692,0.400607
1877550,3,0.0222,0,InitialOpen,Open,initial_open,0.0222,Open hand baseline. Keep relaxed.,0,0,0,3153,3414,3129,3005,3094,3168,3168,11714.968153,17546.255507,11336.956522,9649.082569,10818.181818,11961.165049,11961.165049,0.149754,0.541420,0.119805,0.077843,0.282717,0.247379,0.363721
1877600,3,0.0222,0,InitialOpen,Open,initial_open,0.0222,Open hand baseline. Keep relaxed.,0,0,0,3161,3326,3130,2968,3009,3106,3145,11845.289079,15137.841352,11352.331606,9217.391304,9697.513812,10991.911021,11586.842105,0.162544,0.329843,0.121323,0.029621,0.149838,0.146299,0.321044
1877650,3,0.0222,0,InitialOpen,Open,initial_open,0.0222,Open hand baseline. Keep relaxed.,0,0,0,3158,3386,3179,2992,3084,3152,3159,11796.157951,16715.091678,12146.834061,9494.106981,10676.557864,11698.833510,11812.500000,0.157722,0.468403,0.199800,0.060532,0.265924,0.220021,0.346771
1877700,3,0.0223,0,InitialOpen,Open,initial_open,0.0223,Open hand baseline. Keep relaxed.,0,0,0,3155,3375,3152,3111,3078,3102,3161,11747.340426,16406.250000,11698.833510,11065.548780,10592.920354,10933.534743,11845.289079,0.152931,0.441272,0.155549,0.236068,0.256007,0.140211,0.350510
1877750,3,0.0223,0,InitialOpen,Open,initial_open,0.0223,Open hand baseline. Keep relaxed.,0,0,0,3147,3363,3224,2981,3086,3060,3124,11618.670886,16079.918033,12955.223881,9365.798923,10704.658077,10347.826087,11260.556128,0.140303,0.412604,0.279648,0.046199,0.269256,0.079130,0.283843
1877800,3,0.0223,0,InitialOpen,Open,initial_open,0.0223,Open hand baseline. Keep relaxed.,0,0,0,3487,3365,3158,2987,3077,3043,3174,20073.190789,16133.561644,11796.157951,9435.469314,10579.076621,10124.049430,12061.889251,0.970063,0.417316,0.165162,0.053981,0.254366,0.055794,0.375205
1877850,3,0.0223,0,InitialOpen,Open,initial_open,0.0223,Open hand baseline. Keep relaxed.,0,0,0,3292,3364,3211,2985,3072,3057,3111,14348.692403,16106.703146,12713.235294,9412.162162,10510.263930,10307.803468,11065.548780,0.408238,0.414957,0.255746,0.051378,0.246207,0.074957,0.261610
1877900,3,0.0224,0,InitialOpen,Open,initial_open,0.0224,Open hand baseline. Keep relaxed.,0,0,0,3255,3422,3151,2956,3046,3197,3186,13562.500000,17796.433878,11682.733051,9083.406497,10163.012393,12460.467706,12267.326733,0.331078,0.563398,0.153959,0.014655,0.205033,0.299449,0.398627
1877950,3,0.0224,0,InitialOpen,Open,initial_open,0.0224,Open hand baseline. Keep relaxed.,0,0,0,3493,3458,3164,3003,3123,3087,3252,20308.139535,19000.000000,11894.736842,9625.000000,11245.370370,10718.750000,13501.779359,0.993122,0.669130,0.174899,0.075153,0.333369,0.117813,0.539370
1878000,3,0.0224,0,InitialOpen,Open,initial_open,0.0224,Open hand baseline. Keep relaxed.,0,0,0,3424,3537,3185,3122,3131,3138,3238,17859.910581,22185.483871,12250.000000,11230.215827,11367.738589,11476.489028,13224.037340,0.752843,0.948971,0.209990,0.254462,0.347878,0.196834,0.507704
1878050,3,0.0224,0,InitialOpen,Open,initial_open,0.0224,Open hand baseline. Keep relaxed.,0,0,0,3282,3553,3127,3065,3076,3087,3207,14129.151292,22943.726937,11306.301653,10415.048544,10565.260059,10718.750000,12640.202703,0.386691,1.015582,0.116777,0.163405,0.252728,0.117813,0.441140
1878100,3,0.0225,0,InitialOpen,Open,initial_open,0.0225,Open hand baseline. Keep relaxed.,0,0,0,3562,3503,3127,3042,3072,3132,3159,23390.243902,20710.304054,11306.301653,10111.111111,10510.263930,11383.177570,11812.500000,1.295612,0.819378,0.116777,0.129454,0.246207,0.187103,0.346771
1878150,3,0.0225,0,InitialOpen,Open,initial_open,0.0225,Open hand baseline. Keep relaxed.,0,0,0,3401,3564,3176,2920,3072,3065,3192,17152.017291,23491.525424,12095.756257,8697.872340,10510.263930,10415.048544,12372.093023,0.683367,1.063705,0.194755,-0.028411,0.246207,0.086141,0.410572
1878200,3,0.0225,0,InitialOpen,Open,initial_open,0.0225,Open hand baseline. Keep relaxed.,0,0,0,3303,3485,3153,2974,3137,3151,3333,14596.590909,19995.901639,11714.968153,9285.459411,11460.855950,11682.733051,15309.055118,0.432568,0.756619,0.157143,0.037225,0.358919,0.218342,0.745422
1878250,3,0.0225,0,InitialOpen,Open,initial_open,0.0225,Open hand baseline. Keep relaxed.,0,0,0,3571,3525,3222,2982,3056,3238,3360,23852.099237,21644.736842,12917.525773,9377.358491,10294.513956,13224.037340,16000.000000,1.340940,0.901467,0.275925,0.047490,0.220625,0.379078,0.824198
1878300,3,0.0225,0,InitialOpen,Open,initial_open,0.0225,Open hand baseline. Keep relaxed.,0,0,0,3351,3581,3203,3015,3022,3260,3340,15764.112903,24384.241245,12567.825112,9770.833333,9857.409133,13664.670659,15483.443709,0.547153,1.142130,0.241383,0.091443,0.168797,0.425030,0.765305
1878350,3,0.0226,0,InitialOpen,Open,initial_open,0.0226,Open hand baseline. Keep relaxed.,0,0,0,3375,3491,3227,3003,3003,3263,3284,16406.250000,20229.304636,13012.096774,9625.000000,9625.000000,13726.562500,14172.626387,0.610175,0.777123,0.285266,0.075153,0.141240,0.431484,0.615855
1878400,3,0.0226,0,InitialOpen,Open,initial_open,0.0226,Open hand baseline. Keep relaxed.,0,1,0,3615,3531,3239,2995,2958,3193,3265,26359.375000,21912.234043,13243.574766,9529.545455,9105.540897,12389.689579,13768.072289,1.587014,0.924966,0.308130,0.064490,0.079648,0.292068,0.569731
1878450,3,0.0226,0,InitialOpen,Open,initial_open,0.0226,Open hand baseline. Keep relaxed.,0,0,0,3387,3466,3237,3013,2938,3182,3256,16743.644068,19286.168521,13204.545455,9746.303142,8887.640449,12198.247536,13582.836710,0.643288,0.694269,0.304275,0.088703,0.053811,0.272103,0.548612
1878500,3,0.0226,0,InitialOpen,Open,initial_open,0.0226,Open hand baseline. Keep relaxed.,0,0,0,3298,3542,3199,2996,2934,3221,3294,14483.061481,22417.721519,12496.093750,9541.401274,8844.961240,12898.741419,14393.258427,0.421425,0.969373,0.234298,0.065815,0.048751,0.345154,0.641010
1878550,3,0.0227,0,InitialOpen,Open,initial_open,0.0227,Open hand baseline. Keep relaxed.,0,1,0,3645,3540,3186,2988,2968,3289,3292,28350.000000,22324.324324,12267.326733,9447.154472,9217.391304,14282.258065,14348.692403,1.782382,0.961168,0.211702,0.055287,0.092910,0.489435,0.635929
1878600,3,0.0227,0,InitialOpen,Open,initial_open,0.0227,Open hand baseline. Keep relaxed.,0,1,0,3602,3542,3153,2958,2959,3299,3222,25572.008114,22417.721519,11714.968153,9105.540897,9116.637324,14505.653266,12917.525773,1.509739,0.969373,0.157143,0.017127,0.080964,0.512732,0.472758
1878650,3,0.0227,0,InitialOpen,Open,initial_open,0.0227,Open hand baseline. Keep relaxed.,0,0,0,3512,3509,3197,2971,2926,3189,3175,21084.048027,20958.191126,12460.467706,9251.334520,8760.479042,12319.536424,12078.804348,1.069272,0.841155,0.230779,0.033413,0.038734,0.284752,0.377133
1878700,3,0.0229,0,InitialOpen,Open,initial_open,0.0229,Open hand baseline. Keep relaxed.,0,0,0,3521,3450,3155,2957,2932,3387,3145,21469.512195,18720.930233,11747.340426,9094.463972,8823.731728,16743.644068,11586.842105,1.107103,0.644614,0.160340,0.015890,0.046234,0.746123,0.321044
1878750,3,0.0230,0,InitialOpen,Open,initial_open,0.0230,Open hand baseline. Keep relaxed.,0,1,0,3217,3415,3212,2966,2981,3815,3119,12824.031891,17577.205882,12731.596829,9194.862710,9365.798923,47687.500000,11184.938525,0.258602,0.544139,0.257560,0.027105,0.110507,3.973125,0.275222
1878800,3,0.0231,0,InitialOpen,Open,initial_open,0.0231,Open hand baseline. Keep relaxed.,0,1,0,3184,3464,3198,2945,2959,3679,3081,12232.711306,19213.946117,12478.260870,8963.043478,9116.637324,30953.125000,10634.615385,0.200567,0.687925,0.232537,0.001210,0.080964,2.227969,0.212478
1878850,3,0.0231,0,InitialOpen,Open,initial_open,0.0231,Open hand baseline. Keep relaxed.,0,0,0,3182,3467,3188,2940,2975,3172,3119,12198.247536,19322.452229,12302.094818,8909.090909,9296.875000,12028.169014,11184.938525,0.197185,0.697457,0.215136,-0.004817,0.102335,0.254366,0.275222
1878900,3,0.0231,0,InitialOpen,Open,initial_open,0.0231,Open hand baseline. Keep relaxed.,0,0,0,3140,3462,3212,2950,2963,3200,3119,11507.853403,19142.180095,12731.596829,9017.467249,9161.219081,12513.966480,11184.938525,0.129427,0.681620,0.257560,0.007289,0.086250,0.305028,0.275222
1878950,3,0.0231,0,InitialOpen,Open,initial_open,0.0231,Open hand baseline. Keep relaxed.,0,0,0,3168,3438,3201,2944,2954,3184,3121,11961.165049,18315.068493,12531.879195,8952.215465,9061.349693,12232.711306,11215.092402,0.173916,0.608959,0.237833,0.000000,0.074408,0.275697,0.278660
1879000,3,0.0232,0,InitialOpen,Open,initial_open,0.0232,Open hand baseline. Keep relaxed.,0,0,0,3148,3408,3187,2930,2960,3180,3125,11634.635692,17362.445415,12284.691630,8802.575107,9127.753304,12163.934426,11275.773196,0.141869,0.525272,0.213417,-0.016715,0.082282,0.268525,0.285578
1879050,3,0.0232,0,InitialOpen,Open,initial_open,0.0232,Open hand baseline. Keep relaxed.,0,0,0,3168,3412,3191,2911,2957,3193,3119,11961.165049,17484.626647,12354.535398,8605.152027,9094.463972,12389.689579,11184.938525,0.173916,0.536006,0.220316,-0.038768,0.078335,0.292068,0.275222
1879100,3,0.0232,0,InitialOpen,Open,initial_open,0.0232,Open hand baseline. Keep relaxed.,0,0,0,3180,3444,3189,2922,2944,3197,3108,12163.934426,18516.129032,12319.536424,8718.670077,8952.215465,12460.467706,11021.276596,0.193817,0.626622,0.216859,-0.026088,0.061468,0.299449,0.256562
1879150,3,0.0232,0,InitialOpen,Open,initial_open,0.0232,Open hand baseline. Keep relaxed.,0,0,0,3163,3476,3170,2927,2954,3154,3075,11878.218884,19654.281099,11994.594595,8770.976027,9061.349693,11731.137088,10551.470588,0.165776,0.726608,0.184763,-0.020245,0.074408,0.223390,0.202998
1879200,3,0.0233,0,InitialOpen,Open,initial_open,0.0233,Open hand baseline. Keep relaxed.,0,0,0,3179,3461,3187,2945,2955,3147,3075,12146.834061,19106.466877,12284.691630,8963.043478,9072.368421,11618.670886,10551.470588,0.192139,0.678483,0.213417,0.001210,0.075715,0.211661,0.202998
