trial_id,accepted_index,target_label,status,open_high_adc_total,posture_high_adc_total,open_ref_samples_used,posture_samples_used,open_high_adc_Thumb,open_high_adc_Index,open_high_adc_Middle,open_high_adc_Ring,open_high_adc_Little,open_high_adc_ReverseHorizontal,open_high_adc_ReverseThumb,posture_high_adc_Thumb,posture_high_adc_Index,posture_high_adc_Middle,posture_high_adc_Ring,posture_high_adc_Little,posture_high_adc_ReverseHorizontal,posture_high_adc_ReverseThumb,feat_Thumb_mean,feat_Thumb_median,feat_Thumb_std,feat_Thumb_min,feat_Thumb_max,feat_Thumb_range,feat_Thumb_last,feat_Thumb_slope,feat_Index_mean,feat_Index_median,feat_Index_std,feat_Index_min,feat_Index_max,feat_Index_range,feat_Index_last,feat_Index_slope,feat_Middle_mean,feat_Middle_median,feat_Middle_std,feat_Middle_min,feat_Middle_max,feat_Middle_range,feat_Middle_last,feat_Middle_slope,feat_Ring_mean,feat_Ring_median,feat_Ring_std,feat_Ring_min,feat_Ring_max,feat_Ring_range,feat_Ring_last,feat_Ring_slope,feat_Little_mean,feat_Little_median,feat_Little_std,feat_Little_min,feat_Little_max,feat_Little_range,feat_Little_last,feat_Little_slope,feat_ReverseHorizontal_mean,feat_ReverseHorizontal_median,feat_ReverseHorizontal_std,feat_ReverseHorizontal_min,feat_ReverseHorizontal_max,feat_ReverseHorizontal_range,feat_ReverseHorizontal_last,feat_ReverseHorizontal_slope,feat_ReverseThumb_mean,feat_ReverseThumb_median,feat_ReverseThumb_std,feat_ReverseThumb_min,feat_ReverseThumb_max,feat_ReverseThumb_range,feat_ReverseThumb_last,feat_ReverseThumb_slope
11,11,Fist,accepted,0,0,41,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4072739813561376,0.4549158659608128,0.24420114475351107,-0.015203453827166376,0.8178214408824542,0.8330248947096206,0.37952210403463055,0.12308486246931725,1.105641843070599,1.0347384888151945,0.648127649637507,-0.03578371934933326,2.4853538955563677,2.521137614905701,1.1355310208172005,0.2043616530043874,0.7862453348366024,0.829037832053349,0.2855526233043493,0.09464551970619,1.320701635303259,1.226056115597069,0.7475444773906599,0.09887130470713686,0.34804727818216363,0.3995945903589458,0.14859587424880616,0.012208921768850427,0.5955177357200163,0.5833088139511658,0.3372202183902367,0.09753149979815659,0.5615714127255474,0.6634532348969613,0.25599014753299965,0.03318359330910403,0.9085253287950208,0.8753417354859168,0.6898128166340516,0.22417570570829848,1.1108872593876709,0.9452977424608604,0.9185085579672941,0.008913470768386932,4.037999240858673,4.029085770090286,0.9722261344750852,0.25886287454636703,0.2314871650192351,0.2651205829269114,0.12204871973515169,-0.005320289205464373,0.4543792758625924,0.45969956506805676,0.24915054917279766,0.07609554551479333
12,12,Fist,accepted,5,4,41,60,0,5,0,0,0,0,0,0,4,0,0,0,0,0,0.09686281965774574,0.09632961768713351,0.038395149720792505,0.02599664932075411,0.22119054386000536,0.19519389453925126,0.073987968762935,-0.032255457901244795,0.26350248292406603,0.22846950537934888,0.10759003515898342,0.12954316207334132,0.5139426674909705,0.3843995054176292,0.28998247864458343,-0.05907597355461262,0.10420225714984926,0.07436058894233105,0.08181660473669283,0.0014502515894332022,0.3487792018170018,0.3473289502275686,0.06549377811897446,-0.04022095695294259,0.02247412028456668,0.018210925083460158,0.07616930284402194,-0.08596083637570523,0.22513400833829664,0.31109484471400184,-0.025542512935361746,-0.015175621733225425,0.2891697697268048,0.2779935723149993,0.0695900985534736,0.17719727601617366,0.5599448073050409,0.3827475312888673,0.22641640009842523,-0.056715079628509274,-0.28928938257255316,-0.29884831442783527,0.040928009875271565,-0.3502257362462884,-0.1749372647427854,0.175288471503503,-0.27580700353598725,-0.020764960646653046,-0.22663838483020493,-0.24442983124245155,0.033770738922913386,-0.270229372411596,-0.14673294781248514,0.12349642459911087,-0.2474538769400969,-0.03362564703689552
13,13,Fist,accepted,5,5,40,60,0,5,0,0,0,0,0,0,5,0,0,0,0,0,0.19264592532165617,0.17936955602228244,0.06443639854865725,0.10613872051920259,0.39102809363798924,0.28488937311878665,0.11773740733162287,-0.06440724083085748,0.2570815141215324,0.21838816355784288,0.1525210545358101,0.08476668819453496,0.858498986910697,0.7737322987161621,0.09720009230891426,-0.14908963751021242,0.18413234821863975,0.15412885770863904,0.12539215529501144,0.0590675984107752,0.7815483693183848,0.7224807709076095,0.15085753649251257,-0.07818398963714787,0.16971048020273322,0.1443210793400611,0.09908498686238451,0.005591922896768199,0.45169257286964976,0.44610064997288157,0.05872603567672149,-0.09615138126360544,0.22680805360295808,0.21884583253226159,0.06682011528313214,0.10793627455409298,0.40399945388581426,0.29606317933172127,0.16173324377236528,-0.054361274788862685,-0.23931712318580692,-0.2541021172170771,0.05591058418962641,-0.3129960391673481,-1.4079400018248506e-05,0.31298195976732984,-0.3129960391673481,-0.04970331673015535,-0.18003508005958851,-0.19465420006760858,0.037723526533438696,-0.2267018403426784,-0.0708233293244002,0.1558785110182782,-0.20157719894063125,-0.034417920337203256
15,14,Fist,accepted,0,0,40,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5689625585815775,0.5473199839245819,0.06928191703937768,0.4729414935532601,0.7404441914562944,0.26750269790303427,0.4816466896084477,-0.057334719232526705,0.3549347331340489,0.32256588979862844,0.13787942349124624,0.18886114300549467,0.8587701501554549,0.6699090071499603,0.19467005635551776,-0.12357294983833253,0.23248274619212464,0.2413797344968144,0.04823203432789818,0.14286599787390825,0.3948072906938337,0.25194129281992544,0.19714472368591138,-0.001414187664792611,0.14298624197038232,0.1633362520601216,0.08104598893029566,-0.01690279566433383,0.2916162428508534,0.30851903851518725,0.048059574666216735,-0.058920922448167726,0.35699738778134993,0.35559850837262513,0.06895520490207896,0.23129678050299002,0.5490605980611005,0.3177638175581105,0.2905818324018899,-0.06085689078126044,0.05660884782067356,0.03583425848982709,0.06652958555345305,-0.04489756086205823,0.24153203558675715,0.2864295964488154,-0.03331708235733895,-0.060842842956771385,0.08635222801780022,0.0728209672009257,0.04834855501681692,0.019804897509978804,0.19772098100917154,0.17791608349919275,0.05984469717491592,-0.03280728325213946
16,15,Fist,accepted,1,0,40,59,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.22127067355504876,0.1884379160694807,0.11833933586133671,0.05079834877015301,0.6102181477416682,0.5594197989715152,0.2465997869086911,-0.007348277895759706,0.12272373965128712,0.10152285894783641,0.14887079795035804,-0.07668962208378577,0.5265116048810314,0.6032012269648173,0.0267395276472267,-0.13823713272862787,0.1523739482137902,0.1454526196000408,0.08915917544713238,0.004539016931712564,0.45917085706603383,0.4546318401343213,0.03924857516595684,-0.08014812536759279,0.08260607343041015,0.08192642787996124,0.08544624291507551,-0.07981083404987113,0.2421774193548385,0.3219882534047096,-0.07981083404987113,-0.08074728925263173,0.3640568042341527,0.3674315892065469,0.05590347964482242,0.24302105782438854,0.5082741374944334,0.26525307967004486,0.3392778454984667,-0.01570431954453673,-0.28909128133905243,-0.303738726203253,0.08391797260770868,-0.38957945541888456,0.008882143719680765,0.3984615991385653,-0.37042931725887146,-0.07126166081352163,-0.14926084652445382,-0.17392358555537213,0.05546366725644019,-0.2155781842247758,-0.011271317791524947,0.20430686643325083,-0.20748397570669594,-0.05184996098420619
17,16,Fist,accepted,0,0,40,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.20699769822161695,0.19962064817166905,0.056625363171932515,0.11984783542731314,0.3933649609494809,0.2735171255221678,0.12776507926037606,-0.042938414500861756,-0.25065270434442144,-0.3013534052383919,0.13254211187684836,-0.3634038335305349,0.18500036068075984,0.5484041942112947,-0.323035723616289,-0.10950349182770974,0.0493260122384836,0.03046329268464555,0.0871244432611606,-0.06739607949281169,0.3842240895510241,0.4516201690438358,-0.06250649104843943,-0.07404272116962299,0.06961387711448318,0.06094303322398166,0.1055344334933893,-0.07931605173849055,0.3184536306573542,0.39776968239584476,-0.07931605173849055,-0.09818502312067069,0.38525281506530373,0.36354024911873334,0.12834687811733594,0.1848242171374951,0.6982480445637432,0.5134238274262481,0.4245172742228766,-0.1068205396820606,-0.20006771997568543,-0.2129248636481047,0.06982532951682219,-0.2857524561433337,0.06815879956694927,0.353911255710283,-0.2735783250453728,-0.06714604488337017,-0.07633682011973625,-0.09912762481234305,0.07669912879950545,-0.15064720174262744,0.20598991723977148,0.3566371189823989,-0.13578501399189846,-0.06329959404213442
18,17,Fist,accepted,0,0,39,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1506639993546652,0.11441661023598745,0.11324262353682339,0.002755111926842545,0.4470169101302,0.4442617982033575,0.026653553139076414,-0.09131650607445746,-0.21574052975034683,-0.24309827481385124,0.10646766649044447,-0.3533537133609064,0.07598576122672505,0.42933947458763144,-0.30439275349573486,-0.10715848981480754,0.04483248192052043,0.022553128367411038,0.10814710468024828,-0.10232049928699731,0.3550228213835094,0.4573433206705067,-0.08083629237572017,-0.1123100049230111,0.1673542736874797,0.15106863770676499,0.07992956931094965,0.0373073591916708,0.4678826939681756,0.4305753347765048,0.14438917495817782,-0.03855953378244544,0.4350152455694159,0.4013373114309976,0.14435546064578372,0.20604429145729403,0.7710919728158367,0.5650476813585428,0.20604429145729403,-0.13210629458540366,-0.16116414086527245,-0.15046893960392937,0.12243017243146427,-0.36463636772029495,0.0790839522663814,0.4437203199866764,-0.3391497503830102,-0.11617463095241545,-0.08764980762935741,-0.10152518703473076,0.047475130467684985,-0.15153419804582594,0.07543434983259434,0.22696854787842027,-0.1354820032809032,-0.0412101319028628
19,18,Fist,accepted,0,0,40,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.23076787481304328,0.19566855150844115,0.11066627554915268,0.07681985143847035,0.5665826491801725,0.48976279774170217,0.2010648416681174,-0.08372589902670038,-0.1643824721880517,-0.16656091068962103,0.0889236349743762,-0.2993645182233048,0.13035007162951223,0.429714589852817,-0.2579875277342342,-0.07585878946924307,0.24619665406214186,0.23575129533678751,0.06605490164281415,0.1365317605797659,0.4036706522322746,0.2671388916525087,0.20179798378013059,-0.03267191412862812,0.08926909765683905,0.07171518440837406,0.07469036602579321,-0.03443247380781332,0.3321293199492329,0.36656179375704623,0.11900006291079036,-0.025390375111830614,0.4335147024984973,0.4204250549252688,0.07015817410521694,0.3001052947237647,0.6200818579491247,0.31997656322536006,0.37149122807017537,-0.007850920420642196,-0.07323291136566369,-0.11617119992013382,0.12478191918280752,-0.20921330161798768,0.3054178619013061,0.5146311635192937,-0.19625954588896352,-0.1286863833788973,-0.0943114801911247,-0.10863741998466378,0.06631359856105276,-0.18078007484202008,0.09257388063098362,0.2733539554730037,-0.18078007484202008,-0.06924583311160563
20,19,Fist,accepted,0,0,39,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1824151774461261,0.16203885963354883,0.09128410811266333,0.034743716096241876,0.48397504401440344,0.44923132791816156,0.04916310384948895,-0.08032522216901819,-0.015212824741592907,-0.05023303988813002,0.1819580363876209,-0.24667672509802763,0.589140196241477,0.8358169213395046,-0.24667672509802763,-0.17140588465914622,0.10914778070927826,0.12179550787394437,0.07673319755229949,-0.09218834566119435,0.25491611040952555,0.34710445607071994,-0.09218834566119435,-0.05997882961063732,0.003658446084981461,-0.02319649526519594,0.06448026843998564,-0.05796582012505326,0.223245695241622,0.28121151536667527,-0.03766354930665616,-0.05440951040435783,0.5690042197713363,0.49359326061785613,0.21349179001873117,0.2797366078177757,1.2180235531462391,0.9382869453284635,0.39001818375273917,-0.2018917693353327,-0.21708980540888512,-0.25892936343080547,0.09533517601179349,-0.3233515411626999,0.024584867698740905,0.3479364088614408,-0.27896995708154504,-0.09616364042608715,-0.11854096154787541,-0.1448826597131682,0.053610387153312955,-0.18426860025220682,0.011604774535809027,0.19587337478801584,-0.16490384615384618,-0.05094736881125946
21,20,Fist,accepted,0,0,41,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14593683959442924,0.11158421043071703,0.11000735072559596,0.025715560549973513,0.4528013582342954,0.42708579768432187,0.025715560549973513,-0.11022271650097405,0.001010122294162121,-0.06378014115399475,0.16528793379945925,-0.18960147421512555,0.5030498830677245,0.69265135728285,-0.16033282434024015,-0.16550394107130253,-0.1399810646907965,-0.14178148029477736,0.04053415576889627,-0.22073411951926997,0.023307576644813807,0.24404169616408378,-0.14498777613427374,-0.014693955766549792,0.12899436928149605,0.11799631384939445,0.08665441589999522,0.011021469361780552,0.34998777448873963,0.3389663051269591,0.05297793340779428,-0.08780484121809466,0.23062281315218652,0.20222371272314518,0.11885776308659106,0.07763769077637696,0.6149626670159812,0.5373249762396043,0.2004870129870131,-0.10387401795471456,-0.09183462647234428,-0.12878918558042854,0.10545658026265539,-0.20553560274828234,0.29201573638209277,0.4975513391303751,-0.1754609890557532,-0.10110471019193275,-0.09349909875137707,-0.09540457963796682,0.042488246306091125,-0.15763417720813294,-0.002450883574950411,0.15518329363318253,-0.14498911253916835,-0.04623976641994447
22,21,IndexPoint,accepted,0,0,41,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.057124897780680875,0.03254938206250053,0.06825879201663175,-0.04900720028865766,0.25551520065394884,0.3045224009426065,-0.047825419028290905,-0.06670182942213954,-0.06636301477351846,-0.07808584981431017,0.0632262457258601,-0.16700946112710824,0.10911009328313459,0.27611955441024283,-0.15188963285849105,-0.06114221095152681,-0.08616345190813386,-0.09189178388746805,0.041433158176851184,-0.16453065816310009,0.019231904632832614,0.1837625627959327,-0.1326176684509265,-0.037721856476775985,0.04512161177629006,0.021875,0.06377903506823282,-0.035,0.19804878048780494,0.23304878048780495,-0.005957446808510534,-0.06563372521753048,0.13584142231377933,0.13330078124999992,0.0641888450249006,0.02387476679104474,0.27509005564563677,0.25121528885459204,0.03889056998239442,-0.0680591263651035,-0.1650890086789859,-0.20543251933482545,0.07778902969670273,-0.25660050449859095,0.03705280119176998,0.2936533056903609,-0.22141260819616476,-0.08248567256284808,-0.09709887352389858,-0.11733870967741937,0.08230774994580765,-0.20615611918246735,0.12976393932920308,0.3359200585116704,-0.20615611918246735,-0.07105565393960193
